complaint_id,complaint_text,category,issue_subtype,duplicate_group_id,location,priority,status,reported_by_role,date_reported
221,Internet speed in Room C113 is extremely slow.,Internet/WiFi,slow internet,1018,Room B120,Medium,Open,Student,2024-11-29
222,"The chair in Room C134 is broken, one leg is cracked.",Furniture,chair broken,1011,Room E114,Medium,Open,Warden,2024-04-07
223,The Room A104 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room C103,Low,Open,Warden,2025-07-24
224,The power socket in Room A114 isn't working.,Electrical,power outlet not working,1003,Room E109,Medium,Resolved,Student,2024-07-27
225,"Toilet flush isn't working properly in Room E129, backing up.",Plumbing,toilet clogged,1009,Block C Floor 2 corridor,Medium,In Progress,Student,2026-01-23
226,There's water seepage on the wall in Room C107.,Structural,seepage/dampness,1016,Room E106,High,In Progress,Student,2025-05-16
227,There's a pipe leaking under the bed in Room E118.,Plumbing,pipe leakage,1010,Room C127,Medium,Resolved,Faculty,2025-04-25
228,"I can't charge my devices, the socket in Room A132 is dead.",Electrical,power outlet not working,1003,Room A104,Medium,Open,Warden,2025-01-16
229,Can someone check the staircase landing fan? It's squeaking every time it spins.,HVAC/Fan,fan making noise,1000,Room D109,Low,Open,Staff,2025-06-15
230,Trash hasn't been collected from Room C110 for days.,Cleaning/Sanitation,room not cleaned,1019,Room E101,Low,Open,Staff,2025-08-21
231,The Room C127 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room C117,Low,In Progress,Visitor,2025-01-21
232,Neighbors near the room play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Block C Floor 3 corridor,Low,In Progress,Student,2026-03-26
233,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Block A Floor 2 corridor,Low,In Progress,Staff,2025-09-29
234,Ceiling in my room looks like it's sagging slightly.,Structural,ceiling/wall damage,1014,Room B110,High,Open,Warden,2025-09-17
235,The toilet in Room A118 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room B116,Medium,Open,Warden,2024-11-11
236,Bulb near the main door is flickering and about to die.,Electrical,light flickering,1004,Room C101,Medium,Resolved,Student,2024-12-15
237,There's water seepage on the wall in Room A122.,Structural,seepage/dampness,1016,Room D115,High,In Progress,Student,2024-04-19
238,"The switchboard in my room has sparking wires, feels unsafe.",Electrical,wiring exposed / hazard,1006,Room C138,High,In Progress,Student,2025-11-12
239,The power socket in Room A112 isn't working.,Electrical,power outlet not working,1003,Room A131,Medium,Escalated,Faculty,2024-07-15
240,Chair near the washbasin has a broken backrest.,Furniture,chair broken,1011,Room B118,Medium,Open,Student,2026-05-08
241,There's no water coming from the tap in Room B107.,Plumbing,no water supply,1008,Room A108,High,Open,Faculty,2026-04-12
242,"The chair in Room A116 is broken, one leg is cracked.",Furniture,chair broken,1011,Room E117,High,In Progress,Student,2024-04-14
243,Ceiling in my room looks like it's sagging slightly.,Structural,ceiling/wall damage,1014,Room C112,High,Resolved,Student,2025-03-02
244,Fan in Block A Floor 3 corridor doesn't turn on at all anymore.,HVAC/Fan,fan not working,1001,Room D114,Low,Resolved,Student,2024-04-25
245,The bed frame in Room D142 is creaking and unstable.,Furniture,bed/desk damaged,1012,Room C118,Medium,Open,Faculty,2024-06-21
246,The ceiling light keeps going dim then bright in my room.,Electrical,light flickering,1004,Block D Floor 3 corridor,Low,In Progress,Student,2024-06-13
247,"The wall-mounted AC seems to be broken, no cold air coming out.",HVAC/Fan,AC not cooling,1002,Block A Floor 2 corridor,Medium,Resolved,Staff,2024-03-28
248,Bed in Room D106 is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room C126,High,Resolved,Staff,2024-02-22
249,Bulb near the window is flickering and about to die.,Electrical,light flickering,1004,Room B129,Medium,Open,Student,2025-02-16
250,There's a pipe leaking under the wall-mounted in Room D110.,Plumbing,pipe leakage,1010,Room C111,Medium,Resolved,Student,2024-07-16
251,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room B107,Medium,Open,Student,2024-06-17
252,The light in Room B139 keeps flickering on and off.,Electrical,light flickering,1004,Room E135,Medium,In Progress,Warden,2025-08-11
253,Water keeps dripping from the bathroom tap even when closed.,Plumbing,tap leaking,1007,Room D104,Low,Open,Student,2024-01-30
254,The tap in Room E124 is leaking non-stop.,Plumbing,tap leaking,1007,Room C102,Medium,Open,Student,2026-08-01
255,Study table in my room has a broken drawer.,Furniture,bed/desk damaged,1012,Room A104,Medium,Escalated,Staff,2024-12-02
256,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,Room A144,Medium,Open,Student,2024-07-08
257,The toilet in Room D130 is clogged and won't flush.,Plumbing,toilet clogged,1009,Room C125,Medium,In Progress,Student,2026-08-27
258,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room A108,High,Resolved,Student,2025-07-23
259,"Fan in Room B113 is really noisy, sounds like a old motor.",HVAC/Fan,fan making noise,1000,Room D126,High,In Progress,Student,2026-04-06
260,The window fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,the main lobby,Medium,Resolved,Faculty,2025-10-31
261,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room A140,Low,Open,Staff,2025-06-25
262,Water is seeping through the wall near the bathroom pipe.,Plumbing,pipe leakage,1010,Room D105,Low,Resolved,Student,2026-08-02
263,Bed in Room B139 is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room E109,High,Open,Student,2026-01-06
264,Corridor near the wall-mounted is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room D117,High,Escalated,Student,2024-02-20
265,Chair near the study table has a broken backrest.,Furniture,chair broken,1011,Room D144,Medium,Open,Student,2025-08-27
266,balcony fan sounds like a rattling tin can whenever it's on.,HVAC/Fan,fan making noise,1000,Room A112,Low,Open,Student,2025-01-06
267,"Lights in Room E106 are unstable, they blink randomly.",Electrical,light flickering,1004,Room D113,Low,Resolved,Student,2024-06-02
268,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room C119,Low,Resolved,Student,2024-07-01
269,The cupboard door in Hostel 3 common washroom won't close properly.,Furniture,cupboard/door issue,1013,Room C104,Low,In Progress,Student,2024-01-27
270,Neighbors near the room play loud music till late night.,Noise/Nuisance,noise disturbance,1021,Room C140,Low,Open,Staff,2024-12-24
271,"The room AC seems to be broken, no cold air coming out.",HVAC/Fan,AC not cooling,1002,the gym area,Medium,Resolved,Warden,2025-03-31
272,The cupboard door in Room B139 won't close properly.,Furniture,cupboard/door issue,1013,Room C116,Low,Resolved,Student,2024-07-18
273,The washbasin fan switch works but the blades don't move.,HVAC/Fan,fan not working,1001,Room A111,Low,Resolved,Student,2025-07-27
274,Air conditioner is running but blowing warm air.,HVAC/Fan,AC not cooling,1002,Room C140,Low,Resolved,Visitor,2025-05-19
275,Internet speed in Room C118 is extremely slow.,Internet/WiFi,slow internet,1018,Room E135,Medium,Open,Student,2025-05-31
276,Internet speed in Room E101 is extremely slow.,Internet/WiFi,slow internet,1018,Room B131,Medium,Open,Student,2026-08-13
277,Ceiling in Room D116 is damp because of a leaking pipe above.,Plumbing,pipe leakage,1010,Room A112,Medium,In Progress,Student,2024-03-06
278,"Taps in Room C140 are completely dry, no water at all.",Plumbing,no water supply,1008,Room A139,High,Resolved,Student,2024-10-05
279,Mold is forming on the wall due to constant dampness in Room C113.,Structural,seepage/dampness,1016,Room B139,High,Resolved,Student,2026-02-20
280,No water pressure at all in the balcony area.,Plumbing,no water supply,1008,Room C124,High,Open,Faculty,2025-03-04
281,Power point in the room sparked and now doesn't work.,Electrical,power outlet not working,1003,Room B118,Medium,Resolved,Student,2025-05-17
282,"Window in my room won't close all the way, lets in rain.",Structural,door/window broken,1015,Room E112,Low,Resolved,Student,2024-12-28
283,The cupboard door in Room D130 won't close properly.,Furniture,cupboard/door issue,1013,Room C138,Low,Resolved,Student,2024-07-19
284,The Room B140 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room E131,Low,Open,Student,2025-07-27
285,Corridor near the common room is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room C138,Low,Open,Student,2025-02-17
286,"Washroom drain is blocked, water isn't going down.",Plumbing,toilet clogged,1009,Room E131,Medium,Open,Student,2025-02-27
287,Common washroom near the hallway is really dirty.,Cleaning/Sanitation,room not cleaned,1019,Block A Floor 1 corridor,Low,Resolved,Student,2026-05-07
288,Neighbors near the balcony play loud music till late night.,Noise/Nuisance,noise disturbance,1021,the main lobby,Low,Open,Warden,2025-11-03
289,Connection near the corner keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room C116,Low,Resolved,Student,2024-05-06
290,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room D101,High,Resolved,Student,2026-04-18
291,The power socket in Room B107 isn't working.,Electrical,power outlet not working,1003,Room D128,Medium,Open,Student,2024-09-08
292,Internet speed in Room A118 is extremely slow.,Internet/WiFi,slow internet,1018,Room D140,Medium,Open,Faculty,2026-01-14
293,Air conditioner is running but blowing warm air.,HVAC/Fan,AC not cooling,1002,Room B116,Low,Resolved,Student,2025-04-16
294,Internet speed in Room A108 is extremely slow.,Internet/WiFi,slow internet,1018,Room A120,Medium,In Progress,Student,2024-09-11
295,My kitchen area fan is vibrating badly and making humming sounds.,HVAC/Fan,fan making noise,1000,Room B139,Low,In Progress,Student,2024-10-12
296,Bed in Room B108 is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room D123,High,Open,Warden,2025-09-12
297,There's constant loud noise coming from Room D136 at night.,Noise/Nuisance,noise disturbance,1021,Room B130,High,Escalated,Student,2024-01-23
298,Power has been out in Room A114 for hours now.,Electrical,no electricity,1005,Room E140,Low,Resolved,Student,2024-11-13
299,Bulb near the wardrobe is flickering and about to die.,Electrical,light flickering,1004,Room D115,Medium,Resolved,Student,2026-08-19
300,Construction noise near Block C Floor 4 corridor is disturbing classes/sleep.,Noise/Nuisance,noise disturbance,1021,Room D129,Low,Open,Student,2025-08-16
301,The light in Room D123 keeps flickering on and off.,Electrical,light flickering,1004,Room C120,Medium,Open,Staff,2026-03-18
302,There's a constant leak from the wash basin tap in Room D130.,Plumbing,tap leaking,1007,Room C107,Low,In Progress,Staff,2025-08-13
303,"Wardrobe hinge is broken, door keeps falling off.",Furniture,cupboard/door issue,1013,Room C119,Medium,Open,Staff,2024-06-14
304,AC unit in my room has stopped cooling properly.,HVAC/Fan,AC not cooling,1002,the library reading room,Low,Resolved,Student,2026-06-10
305,There's no water coming from the tap in Room D138.,Plumbing,no water supply,1008,Room A103,High,Resolved,Student,2024-08-18
306,Main door hinge near the common room is loose and squeaky.,Structural,door/window broken,1015,Room B134,Medium,In Progress,Student,2024-04-30
307,"Taps in Room C136 are completely dry, no water at all.",Plumbing,no water supply,1008,Room B107,High,In Progress,Warden,2024-03-13
308,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room C108,High,Open,Student,2025-03-09
309,Mosquito infestation is bad in Room D127 this week.,Cleaning/Sanitation,pest issue,1020,Room E122,Medium,In Progress,Student,2026-06-17
310,There's a constant leak from the wash basin tap in Room E107.,Plumbing,tap leaking,1007,Room B139,Low,Open,Staff,2024-11-29
311,Bed in Block D Floor 4 corridor is sagging badly in the middle.,Furniture,bed/desk damaged,1012,Room C111,High,Resolved,Student,2024-06-27
312,No water pressure at all in the window area.,Plumbing,no water supply,1008,Room D130,High,Resolved,Student,2024-10-10
313,There's no power supply at all in Room A110.,Electrical,no electricity,1005,Hostel 7 common washroom,High,In Progress,Staff,2026-06-19
314,Connection near the study table keeps buffering constantly.,Internet/WiFi,slow internet,1018,Room C123,Low,In Progress,Student,2025-04-03
315,Corridor near the washbasin is full of dust and garbage.,Cleaning/Sanitation,room not cleaned,1019,Room A115,Low,Resolved,Student,2026-01-11
316,There's water seepage on the wall in Room C125.,Structural,seepage/dampness,1016,Room E130,High,Resolved,Student,2024-11-28
317,The Room D127 hasn't been cleaned in over a week.,Cleaning/Sanitation,room not cleaned,1019,Room C111,Low,Open,Student,2025-09-19
318,The cupboard door in Room B141 won't close properly.,Furniture,cupboard/door issue,1013,Room C108,Low,Resolved,Student,2024-10-12
319,"There are exposed wires near the window in Room A104, looks dangerous.",Electrical,wiring exposed / hazard,1006,Room A116,High,Open,Student,2024-01-19
320,The cupboard door in Room C124 won't close properly.,Furniture,cupboard/door issue,1013,Room D144,High,Open,Student,2026-01-07
321,The power socket in Room E134 isn't working.,Electrical,power outlet not working,1003,Room E124,Medium,Resolved,Warden,2026-01-27
322,Almirah lock in my room is jammed and won't open.,Furniture,cupboard/door issue,1013,Room D135,Medium,Resolved,Staff,2026-08-04
323,I can see loose electrical wiring hanging near the switchboard.,Electrical,wiring exposed / hazard,1006,Room D142,High,Resolved,Warden,2026-02-24
324,"Bathroom tap won't shut off properly, water is wasted.",Plumbing,tap leaking,1007,Room B104,Low,Open,Warden,2025-04-03
325,Trash hasn't been collected from Room A135 for days.,Cleaning/Sanitation,room not cleaned,1019,Room E127,Low,In Progress,Student,2026-08-28
326,"The chair in Room E120 is broken, one leg is cracked.",Furniture,chair broken,1011,Room B127,High,Open,Student,2025-10-01
327,None of the plug points in my room are giving electricity.,Electrical,power outlet not working,1003,Hostel 7 common washroom,Low,Open,Student,2025-12-07
328,No internet connectivity in my room since last night.,Internet/WiFi,wifi not working,1017,Room D113,Low,Resolved,Student,2025-08-28
329,No water pressure at all in the corner area.,Plumbing,no water supply,1008,Block A Floor 3 corridor,High,In Progress,Student,2026-01-04
330,Entire room has no electricity since morning.,Electrical,no electricity,1005,Room B120,High,In Progress,Student,2026-01-13
